user_id;segment_label
593833;free_meal
699411;free_meal
622418;free_bag
431602;hotel
536000;cancellation
606930;free_bag
576677;flight
697072;flight
602953;hotel
522115;hotel
499990;cancellation
657343;cancellation
365825;cancellation
452532;free_bag
499780;cancellation
567651;free_meal
602734;cancellation
518191;cancellation
520397;cancellation
561846;free_bag
527401;free_bag
553220;flight
545209;cancellation
513787;flight
520885;free_bag
496408;cancellation
573010;free_bag
313724;cancellation
525332;flight
646424;hotel
526203;free_bag
511223;hotel
551622;cancellation
709630;free_bag
540819;hotel
642553;cancellation
525022;free_bag
562275;flight
538641;hotel
577287;hotel
522233;flight
521212;flight
452034;cancellation
374331;free_bag
566044;free_bag
591063;free_bag
534445;free_meal
573648;free_meal
547555;free_meal
306819;cancellation
513807;free_bag
605615;cancellation
582903;free_bag
510078;cancellation
543222;free_bag
502210;cancellation
547594;free_bag
512147;free_bag
530199;cancellation
603440;free_bag
542056;free_meal
584787;cancellation
515205;free_bag
544685;cancellation
662596;cancellation
229108;cancellation
508111;cancellation
558270;free_meal
501947;flight
427506;hotel
586272;cancellation
616992;cancellation
416580;hotel
478146;free_bag
498500;hotel
486751;hotel
565265;cancellation
430722;flight
586251;hotel
545736;flight
550830;free_meal
526837;free_bag
505172;free_bag
528500;free_bag
616802;cancellation
568773;cancellation
510841;hotel
546688;cancellation
359072;cancellation
608086;flight
535007;hotel
513875;cancellation
532941;cancellation
533932;free_bag
599454;flight
508829;cancellation
664401;flight
524194;cancellation
485891;hotel
533755;free_bag
571208;free_bag
565511;flight
519982;free_bag
576765;cancellation
567950;cancellation
546529;free_bag
667718;free_bag
551023;flight
559936;flight
575756;cancellation
546307;cancellation
545404;hotel
541040;free_bag
503342;flight
468409;flight
616718;flight
546847;hotel
527782;cancellation
561950;cancellation
538350;cancellation
573670;free_bag
509278;free_bag
584549;flight
679831;free_bag
595958;free_bag
571888;flight
592403;free_bag
536039;hotel
566059;free_bag
603635;free_bag
558114;cancellation
541047;free_bag
531654;hotel
581343;free_bag
518896;cancellation
577851;cancellation
691541;cancellation
482811;free_bag
609683;free_bag
692211;free_bag
612562;cancellation
529362;free_meal
511977;cancellation
597434;cancellation
546395;flight
519747;hotel
632136;hotel
519718;flight
489949;flight
618063;cancellation
728820;cancellation
527253;free_bag
625555;cancellation
525234;hotel
588797;free_bag
573191;flight
557726;free_bag
516368;free_bag
655166;free_bag
770252;cancellation
521065;hotel
386914;free_bag
622343;free_bag
526676;hotel
515610;free_bag
546888;free_bag
527455;free_bag
350648;cancellation
535905;hotel
522654;flight
204943;free_bag
542065;hotel
507805;free_bag
524821;free_bag
546164;cancellation
603033;free_bag
508856;free_bag
563831;free_bag
676570;free_meal
574003;flight
563253;hotel
583120;free_bag
520429;free_bag
544406;flight
566953;flight
220725;cancellation
529704;cancellation
525631;free_bag
517961;free_bag
573698;hotel
514925;free_bag
721570;cancellation
467092;cancellation
547006;free_bag
532544;cancellation
501708;free_bag
549450;free_bag
574409;free_meal
543976;free_bag
508923;flight
569239;hotel
610492;free_bag
538413;cancellation
586192;cancellation
665593;free_bag
664405;hotel
524980;flight
509645;hotel
564620;flight
525447;hotel
452612;free_bag
516176;free_bag
549121;cancellation
572489;free_bag
511827;free_bag
618157;hotel
513869;free_bag
530196;free_bag
557569;free_bag
733654;free_bag
485393;hotel
612220;free_bag
429375;cancellation
518629;cancellation
498665;free_meal
508912;free_meal
581085;hotel
514002;free_meal
549938;free_bag
555698;flight
595123;flight
523715;free_bag
525488;cancellation
526570;cancellation
549152;cancellation
683976;cancellation
627176;cancellation
519787;free_bag
573086;free_bag
560627;free_bag
516283;free_bag
553054;cancellation
532064;cancellation
377069;free_bag
502819;cancellation
528379;free_meal
594824;free_meal
643714;free_bag
541262;flight
560680;free_bag
552861;cancellation
616715;free_meal
517839;free_meal
540614;flight
518756;cancellation
529781;free_bag
469440;cancellation
507732;hotel
552653;hotel
555257;flight
501184;free_bag
516806;hotel
612002;cancellation
541282;free_bag
555773;cancellation
531339;free_bag
548193;free_bag
615489;free_meal
514526;free_meal
504435;hotel
569300;hotel
525671;free_meal
174997;cancellation
526727;free_bag
516132;cancellation
532866;free_bag
529879;free_bag
589228;flight
555310;hotel
400899;free_bag
423042;hotel
363535;flight
533404;cancellation
418692;hotel
499659;hotel
460553;free_bag
592035;flight
488430;cancellation
564101;cancellation
614595;free_bag
594449;free_meal
515694;free_meal
511331;free_meal
512655;flight
528942;free_meal
516251;free_meal
572290;hotel
530514;flight
548859;hotel
608343;free_bag
504916;cancellation
516616;flight
532381;flight
584843;cancellation
550110;cancellation
521335;cancellation
551217;flight
571243;hotel
505617;cancellation
653281;hotel
431899;cancellation
381465;cancellation
532725;cancellation
570076;hotel
557963;cancellation
510108;free_bag
635666;flight
106907;free_bag
607197;flight
494441;cancellation
589650;flight
550019;hotel
589758;free_meal
449033;free_bag
564112;flight
570224;free_meal
515139;cancellation
524052;hotel
509421;flight
591582;flight
526873;hotel
520861;free_bag
548189;flight
545981;flight
545518;flight
460625;flight
550400;flight
587675;free_bag
584525;flight
517131;free_bag
656471;flight
464855;free_bag
545344;free_bag
525176;free_meal
570436;free_meal
750982;free_meal
510315;free_bag
195192;free_meal
511364;free_meal
629952;free_meal
466723;free_meal
516301;cancellation
529678;hotel
522438;hotel
553664;hotel
630609;hotel
548422;free_bag
506186;free_meal
538441;free_bag
513058;free_meal
556138;free_bag
574680;flight
671999;cancellation
593786;flight
577145;free_bag
536659;hotel
517581;free_bag
517356;cancellation
525769;free_bag
515229;hotel
495482;hotel
514810;flight
473402;free_bag
519191;hotel
596863;free_bag
581729;cancellation
565827;free_bag
511878;cancellation
416319;free_meal
518324;free_meal
579307;free_meal
537595;free_meal
553645;free_meal
562161;hotel
538438;free_meal
509435;free_meal
496899;free_bag
469767;free_meal
556824;free_meal
520175;flight
590230;free_bag
556015;free_meal
525244;hotel
467892;hotel
530427;free_bag
555648;flight
512243;flight
600842;cancellation
515131;hotel
495029;flight
531467;hotel
640689;flight
559068;cancellation
598306;free_bag
544683;free_bag
508512;free_meal
575809;free_meal
613941;flight
534986;hotel
581491;cancellation
424553;free_bag
513408;flight
519664;free_bag
509061;hotel
609393;hotel
557005;free_bag
495273;hotel
552172;free_bag
519896;hotel
598533;free_bag
479524;free_bag
480186;cancellation
590473;cancellation
532748;hotel
555147;free_meal
519694;free_meal
586887;free_meal
496016;free_meal
785107;free_meal
569733;free_meal
542366;hotel
602748;free_meal
524682;free_bag
454934;free_bag
522937;hotel
524151;free_bag
510343;hotel
560739;hotel
665505;flight
570418;free_meal
510326;free_bag
589489;hotel
449326;free_bag
640849;hotel
468832;cancellation
511398;hotel
549631;hotel
540502;free_bag
520291;free_bag
516697;free_meal
536489;flight
517772;cancellation
547150;hotel
596442;hotel
632965;hotel
517076;hotel
569458;free_bag
752933;hotel
512377;free_bag
458688;flight
528179;free_meal
609838;free_bag
549472;free_meal
544926;free_meal
548672;hotel
562192;free_bag
462127;free_meal
595184;free_meal
510449;flight
518722;free_meal
515684;free_meal
531158;free_meal
512103;flight
562529;hotel
520248;free_meal
555186;hotel
530463;flight
536490;flight
632749;hotel
579589;free_meal
532742;free_meal
550193;hotel
602769;cancellation
514315;free_bag
585768;free_bag
512266;free_meal
494704;free_meal
522457;flight
476436;free_meal
473467;hotel
524615;free_meal
541382;hotel
589977;flight
486671;flight
495042;hotel
542270;flight
543968;hotel
543927;hotel
670626;free_meal
513296;free_meal
573420;flight
497042;flight
518527;flight
627893;free_bag
616795;flight
527132;flight
476714;hotel
528354;hotel
529309;free_meal
532259;flight
564219;free_bag
437069;hotel
539317;hotel
512693;free_meal
563882;free_meal
535702;free_bag
580211;hotel
564517;flight
594027;flight
491266;free_bag
562612;cancellation
560085;cancellation
518827;flight
297546;hotel
541901;hotel
510081;free_meal
596505;flight
535035;hotel
540863;free_bag
518582;free_bag
526872;free_meal
531745;cancellation
509414;free_bag
554853;free_meal
645939;free_bag
535060;free_meal
624215;free_meal
512283;free_meal
704652;free_meal
533411;free_meal
542059;flight
524365;free_meal
693301;free_meal
517064;flight
571566;free_meal
513926;hotel
471935;free_meal
513625;free_bag
531322;flight
548258;flight
528216;hotel
546437;hotel
512846;free_meal
609720;cancellation
496286;free_bag
482602;free_meal
566279;free_meal
542663;hotel
539528;flight
563740;flight
575051;hotel
555997;hotel
557107;hotel
538976;free_meal
534360;hotel
473712;flight
635300;hotel
528122;hotel
686165;flight
595626;flight
563787;flight
565573;free_bag
531073;free_meal
550233;flight
565718;free_bag
572908;free_bag
527142;hotel
538188;flight
595386;flight
513220;hotel
512598;free_bag
375751;free_meal
577208;free_meal
526378;flight
418488;free_meal
450164;free_meal
503973;flight
516732;free_meal
503418;flight
552313;free_bag
554163;free_bag
508940;flight
573189;free_bag
593244;free_bag
500773;hotel
572744;hotel
571015;hotel
574513;hotel
586701;flight
513216;flight
547559;flight
521235;free_bag
590040;flight
527850;hotel
590077;hotel
586384;hotel
519114;flight
563425;hotel
652737;free_bag
515051;free_bag
516827;hotel
521127;hotel
505933;hotel
584998;free_bag
563896;free_bag
509892;free_meal
510070;free_bag
537776;free_meal
520947;hotel
587234;hotel
516679;hotel
505916;flight
331039;free_bag
576668;cancellation
592079;cancellation
516217;cancellation
549466;free_meal
594601;free_meal
630176;free_meal
537834;free_meal
532063;free_meal
530645;free_meal
482630;free_meal
529338;hotel
545629;free_meal
521004;free_meal
615749;free_meal
575131;free_meal
521000;free_meal
601282;free_meal
552348;hotel
553955;free_meal
447951;free_meal
515182;free_meal
525356;free_meal
538529;free_bag
575576;flight
510061;flight
620274;flight
573621;flight
557834;cancellation
578886;free_bag
499847;free_meal
537804;free_meal
536951;free_meal
512322;flight
521865;flight
535625;free_meal
619362;free_meal
538319;free_bag
530724;hotel
513933;free_meal
512294;free_bag
519140;free_bag
526711;flight
515578;hotel
566455;flight
648983;hotel
502799;free_bag
556347;free_bag
477316;free_meal
519893;free_meal
535136;flight
556127;free_meal
618088;flight
582979;hotel
525227;free_meal
495727;free_bag
545633;hotel
577386;free_meal
777846;free_meal
517967;free_meal
554885;hotel
546008;hotel
505285;hotel
524200;hotel
550202;free_meal
487680;cancellation
520436;free_bag
560195;hotel
477730;hotel
531253;free_bag
485544;flight
553704;flight
562648;flight
552036;free_meal
516578;hotel
535229;flight
542080;hotel
540572;free_bag
520745;free_bag
524313;free_bag
599833;flight
504371;free_bag
537413;cancellation
525611;free_bag
515580;hotel
531009;free_bag
559146;free_bag
524120;flight
537748;free_bag
568078;free_bag
526431;free_bag
559277;hotel
539710;hotel
569236;free_bag
438985;hotel
522171;free_bag
542812;hotel
557562;hotel
610763;cancellation
522152;free_bag
623935;free_bag
535686;free_bag
515198;hotel
575733;cancellation
485518;cancellation
491597;flight
524169;free_meal
626520;free_meal
614918;free_meal
519260;free_meal
563266;free_meal
557876;free_meal
479101;free_meal
421515;free_meal
525555;free_meal
557402;free_meal
565915;free_meal
540347;free_meal
475130;hotel
522426;free_meal
541649;hotel
511811;hotel
625703;free_meal
530797;free_meal
569829;hotel
550071;hotel
511066;free_meal
409073;free_meal
516216;free_meal
581269;free_meal
425953;flight
585722;hotel
519631;hotel
528417;hotel
540244;hotel
421247;hotel
517847;hotel
448564;free_meal
600926;free_meal
435596;free_meal
541438;free_meal
502444;free_meal
476104;free_bag
559772;free_meal
491182;free_meal
544549;free_bag
510213;free_bag
675594;flight
510198;hotel
585745;hotel
649081;free_meal
608629;flight
520851;free_meal
596153;flight
617878;hotel
572728;free_bag
558362;free_bag
531562;free_meal
489953;hotel
506427;hotel
535099;free_bag
532500;hotel
530039;free_meal
642679;free_meal
573584;flight
584977;flight
532568;hotel
413658;free_bag
540415;free_meal
529421;free_meal
665892;hotel
523338;hotel
521509;free_meal
671151;free_bag
512069;hotel
516006;flight
553017;free_meal
515565;free_bag
530277;free_bag
518416;flight
544391;hotel
545249;hotel
508877;hotel
757930;flight
523442;free_bag
494985;free_meal
638565;free_meal
515436;free_meal
515344;flight
511298;free_bag
560511;flight
555135;hotel
564534;hotel
516290;free_meal
520188;hotel
624593;free_bag
565294;flight
522111;cancellation
544640;free_bag
452594;flight
548022;flight
523842;hotel
558988;flight
493409;free_bag
541752;free_bag
500791;hotel
534190;free_meal
649208;free_meal
671066;free_meal
549281;flight
532410;free_bag
608727;flight
483224;free_bag
514953;free_bag
525102;hotel
643469;flight
590468;flight
629345;cancellation
545879;cancellation
542095;free_bag
539962;cancellation
596320;free_bag
621113;cancellation
638600;cancellation
660821;cancellation
581679;free_bag
501780;cancellation
560433;cancellation
510270;cancellation
569923;cancellation
542658;free_meal
785186;free_meal
518751;free_meal
498287;free_meal
566336;free_meal
517898;free_meal
533464;free_meal
540260;free_meal
548310;free_meal
531824;free_meal
472446;free_meal
546334;free_meal
476693;free_meal
603053;flight
533199;free_meal
656422;free_meal
536641;free_meal
548032;free_meal
527346;free_meal
572529;free_meal
474384;flight
545290;hotel
620972;free_meal
554444;free_meal
566096;free_meal
524226;flight
510328;free_meal
559176;flight
548651;flight
577617;flight
529502;flight
504240;flight
537177;free_bag
490629;free_meal
623142;free_meal
570639;hotel
483525;free_bag
545115;free_bag
572502;free_bag
656708;free_meal
536843;free_meal
623972;free_meal
471687;free_meal
553943;free_meal
526206;free_meal
290123;free_bag
483928;flight
354050;hotel
511178;hotel
512204;hotel
512787;hotel
576169;hotel
567256;free_meal
581111;hotel
582446;flight
487040;free_bag
491141;flight
584666;free_bag
521462;free_bag
527928;free_meal
517549;flight
518526;flight
541235;hotel
531744;free_meal
512887;flight
528828;flight
523395;free_bag
535459;flight
594644;free_bag
563148;cancellation
509749;flight
537819;free_bag
513397;hotel
541812;flight
545317;hotel
526901;flight
617407;flight
566992;free_bag
505358;flight
618429;hotel
522809;free_bag
561710;free_bag
523231;free_meal
540150;free_meal
526258;free_meal
618418;flight
538522;flight
559775;free_bag
555587;hotel
508938;free_bag
521060;hotel
549361;flight
608520;free_bag
577115;hotel
519888;hotel
572428;hotel
521743;hotel
584115;free_bag
512536;free_bag
518907;hotel
545300;hotel
564430;hotel
461559;hotel
583087;hotel
527464;free_bag
528105;free_bag
595257;free_meal
732729;hotel
548408;free_bag
513236;hotel
587810;flight
521708;flight
575971;hotel
564736;hotel
481050;free_bag
526690;free_bag
527075;free_bag
571610;free_bag
531499;free_bag
538691;free_bag
544680;free_bag
551615;free_meal
623850;hotel
513683;free_bag
514980;hotel
609228;hotel
534703;flight
514737;flight
556215;free_bag
468370;free_bag
555484;free_bag
517894;free_meal
494382;free_meal
520878;free_bag
654687;free_bag
516211;cancellation
515020;free_bag
523158;free_bag
533211;free_bag
510114;flight
549154;hotel
571553;flight
664617;free_meal
530950;free_bag
547007;free_bag
538349;hotel
537412;flight
510134;hotel
526062;flight
549377;free_bag
550200;flight
561687;free_meal
586820;hotel
569243;flight
527158;free_bag
528723;free_bag
494484;flight
570693;free_bag
539243;free_bag
528683;hotel
516287;cancellation
640649;free_bag
547459;hotel
418329;hotel
510215;free_bag
545763;free_bag
582801;free_bag
527689;hotel
545089;cancellation
515085;free_bag
511784;free_bag
582796;cancellation
659360;flight
585361;cancellation
652190;cancellation
517324;free_bag
566998;free_meal
577044;free_meal
557525;free_meal
614668;free_meal
531020;free_meal
516456;free_meal
532225;free_meal
561945;free_meal
686509;free_meal
525722;free_meal
543375;free_meal
701565;free_meal
550077;free_meal
439120;free_meal
570713;free_bag
582833;free_meal
299476;free_meal
510836;free_meal
560362;free_meal
570626;free_meal
521343;flight
585187;free_bag
603278;free_meal
532622;free_meal
552643;free_meal
446933;flight
506807;flight
506013;flight
578892;free_meal
524834;free_meal
578607;free_meal
613442;hotel
573588;free_meal
529214;free_meal
569863;free_meal
437539;free_meal
515409;free_bag
524722;free_meal
525265;free_bag
549303;hotel
524511;free_bag
598075;free_meal
582484;free_meal
509316;free_meal
611251;free_meal
513853;free_meal
593494;free_meal
524167;free_meal
653724;free_meal
528490;free_meal
635949;free_meal
516789;free_meal
545327;free_meal
524180;hotel
190866;free_meal
516375;flight
607931;flight
534066;flight
601917;flight
561994;flight
558138;flight
532607;free_bag
530720;hotel
541734;hotel
573931;free_bag
594042;free_meal
563221;free_meal
575908;cancellation
564713;free_bag
548391;free_bag
557672;free_meal
567219;free_meal
569342;free_meal
521956;free_meal
548504;free_meal
483345;free_meal
510960;free_meal
561652;free_meal
543038;free_meal
560175;free_meal
514899;hotel
659128;free_bag
521814;hotel
693765;free_meal
515421;free_meal
511800;hotel
540444;hotel
572632;hotel
566032;free_bag
514003;free_bag
596222;free_bag
683978;free_meal
526409;free_meal
512801;free_meal
517803;hotel
535795;hotel
695557;flight
488827;hotel
577626;hotel
527995;hotel
589306;hotel
468106;hotel
518711;free_bag
689037;free_meal
584288;flight
533396;hotel
509763;hotel
521859;free_meal
510686;flight
490040;flight
575433;free_bag
516808;free_meal
623087;free_meal
515688;free_bag
515802;hotel
529224;free_bag
543385;flight
587304;flight
581835;flight
577638;flight
544012;flight
637086;flight
499633;free_bag
569883;hotel
577216;hotel
522981;hotel
618266;free_bag
590829;free_bag
554532;free_meal
515490;free_meal
525308;free_meal
576966;free_meal
531557;flight
675201;hotel
564100;flight
528827;flight
523666;flight
590404;flight
562334;free_bag
525996;hotel
610306;free_bag
529332;free_meal
541454;flight
560803;flight
537181;hotel
520298;flight
516639;free_bag
487276;flight
552945;flight
605878;hotel
547663;hotel
598881;hotel
530188;free_bag
593350;free_meal
659162;free_meal
530282;free_meal
558786;free_meal
569788;free_meal
548113;flight
541259;hotel
539093;hotel
546679;free_bag
512463;free_bag
584875;free_bag
517284;free_bag
528657;free_bag
595414;free_bag
525281;flight
611839;hotel
488672;hotel
542918;free_bag
543306;hotel
582333;hotel
528164;free_bag
545803;free_bag
582254;free_bag
528322;free_meal
548872;free_meal
581770;free_meal
585585;hotel
580402;free_bag
573244;free_bag
671367;flight
626645;flight
514215;hotel
571560;flight
534697;flight
499751;free_bag
627436;free_bag
512305;free_meal
521785;free_meal
549202;hotel
490133;free_bag
551359;free_bag
558294;flight
515161;free_bag
504936;hotel
524012;free_bag
511567;flight
550506;hotel
513004;free_bag
623750;free_meal
584530;flight
510093;flight
485780;hotel
510946;free_bag
574625;free_bag
511570;free_meal
118043;hotel
511502;free_bag
517715;free_bag
538331;free_bag
621291;free_bag
512024;free_meal
534105;flight
529019;free_bag
520177;hotel
567432;hotel
525546;hotel
570162;flight
533656;free_bag
549584;free_bag
641310;free_bag
528816;free_bag
488511;flight
524407;free_bag
587373;free_bag
549389;hotel
641529;cancellation
560991;free_bag
531427;cancellation
527524;free_meal
533827;free_meal
520539;free_bag
626587;cancellation
558395;free_meal
537123;free_bag
575711;free_bag
503621;free_meal
639894;free_meal
577901;free_bag
620033;free_bag
258451;free_meal
531926;flight
511552;free_bag
634739;cancellation
643324;cancellation
651274;cancellation
529840;free_bag
549274;free_bag
515530;cancellation
525377;cancellation
543817;cancellation
555334;cancellation
570631;free_meal
538681;free_meal
543618;free_meal
552473;free_meal
510953;free_meal
636078;free_meal
681720;free_meal
672009;flight
471077;free_meal
551448;free_meal
521250;free_meal
610909;free_meal
520097;free_meal
530118;free_meal
509765;hotel
512631;hotel
281952;free_bag
557343;free_meal
588677;free_meal
544476;free_bag
411701;free_meal
476393;free_meal
520054;free_meal
584030;free_meal
611065;free_meal
514785;free_meal
516092;free_meal
570144;free_meal
565514;free_meal
540147;flight
588103;free_meal
497829;flight
508944;free_bag
472614;free_meal
504945;hotel
486823;free_meal
525410;free_meal
542036;free_meal
612685;free_meal
562708;free_meal
756030;flight
552642;hotel
389759;flight
565459;hotel
512695;free_meal
560747;free_meal
513627;free_meal
542795;free_meal
606094;free_meal
525804;free_meal
511397;free_meal
553139;flight
510754;flight
599927;flight
565131;free_meal
519709;free_bag
502609;free_meal
557508;hotel
519348;hotel
499375;hotel
438189;hotel
543052;free_meal
544495;cancellation
473343;free_bag
516763;free_bag
465138;free_meal
552532;free_meal
543327;free_meal
580578;free_meal
607998;free_meal
521070;hotel
515058;free_meal
543659;flight
525610;flight
530543;flight
480690;hotel
619321;flight
518121;flight
508892;flight
531471;free_bag
552432;free_meal
510459;free_meal
512440;free_meal
515751;free_meal
545652;free_meal
560245;free_meal
514344;flight
516269;flight
548653;hotel
536695;free_meal
559981;flight
629647;free_bag
714420;hotel
629803;hotel
535644;hotel
556214;hotel
549580;hotel
555563;hotel
720860;free_bag
540654;free_meal
637633;free_meal
528735;free_meal
601882;free_meal
532989;free_meal
538084;free_meal
552088;flight
515639;flight
206011;flight
518612;hotel
524637;free_bag
570219;free_bag
519254;hotel
558388;free_bag
535063;hotel
580212;hotel
543081;hotel
525920;free_bag
561653;free_meal
573704;flight
488918;hotel
714565;flight
573291;flight
519096;flight
509903;flight
531431;flight
565212;free_bag
567906;flight
551567;flight
598911;hotel
601158;flight
538944;flight
538457;hotel
433080;hotel
525212;hotel
568385;free_bag
539855;free_meal
556622;free_meal
590744;free_meal
621811;free_meal
621922;free_meal
512556;free_bag
583052;hotel
602120;hotel
555499;free_bag
573147;free_bag
181157;flight
560672;hotel
527150;free_meal
566366;free_meal
558838;hotel
527605;flight
549746;hotel
511195;free_bag
531847;free_bag
521044;free_meal
513366;hotel
528061;hotel
514586;free_bag
520141;free_bag
561054;free_bag
576691;hotel
399137;free_bag
576612;free_meal
511578;free_bag
510586;free_meal
532119;free_meal
553876;flight
569572;flight
560374;flight
519911;flight
511535;hotel
530592;hotel
520532;hotel
562283;hotel
513006;free_bag
490671;free_bag
636873;hotel
589259;free_bag
516177;free_bag
521282;free_bag
607270;free_bag
484987;free_bag
535553;free_bag
603515;free_bag
500974;free_bag
590967;flight
582319;hotel
508866;flight
513761;hotel
516614;hotel
595431;free_meal
512976;free_bag
535177;hotel
606635;flight
530754;flight
515004;free_bag
566861;free_bag
576366;free_bag
551468;free_bag
557875;free_meal
509115;flight
503760;free_bag
510156;free_bag
625400;free_bag
567518;free_bag
535051;hotel
522484;hotel
432941;free_bag
550579;flight
534380;flight
511489;hotel
510185;hotel
505854;free_bag
545748;free_bag
565460;free_bag
492211;free_meal
516507;free_meal
528020;free_bag
518338;free_meal
665887;free_bag
523735;flight
628653;hotel
532653;hotel
578549;hotel
511260;free_bag
502353;free_bag
581721;free_bag
577007;free_bag
524244;hotel
535341;free_meal
537317;free_bag
530004;flight
548272;free_bag
499252;free_bag
541923;flight
548708;hotel
560341;free_meal
524116;free_bag
523077;free_bag
537926;free_meal
707525;free_bag
541931;free_bag
536594;free_meal
549797;flight
450193;flight
599765;flight
534351;hotel
650049;free_bag
550298;free_meal
526925;free_meal
678547;hotel
654913;free_bag
673874;free_bag
547568;free_bag
560978;free_bag
546857;free_meal
481772;flight
510316;free_meal
558851;free_bag
530329;flight
538108;flight
572932;cancellation
583166;cancellation
441205;free_bag
550599;free_bag
182191;cancellation
543620;cancellation
454264;cancellation
531615;cancellation
632461;free_meal
575823;free_meal
512922;free_meal
561665;free_meal
576663;free_meal
542796;free_meal
542282;hotel
583335;free_meal
522315;free_meal
443453;flight
517438;free_meal
491003;flight
520934;flight
538216;free_meal
524805;free_meal
510944;free_meal
518998;free_bag
562490;free_meal
581858;free_meal
513322;free_meal
515831;free_meal
515835;free_meal
587459;free_meal
447591;free_meal
550711;free_meal
389662;free_bag
525053;free_meal
531868;hotel
539140;hotel
533497;free_meal
595852;free_meal
153982;free_meal
437251;free_meal
574465;free_meal
491559;free_meal
546844;free_meal
600444;free_meal
648852;flight
534971;flight
594238;free_meal
509160;free_bag
543810;free_meal
636102;hotel
517653;free_bag
249521;hotel
641364;hotel
584537;free_meal
487101;free_meal
524001;free_meal
229009;cancellation
528743;free_bag
564962;free_meal
546964;flight
649378;free_meal
552192;free_meal
530385;free_meal
519965;hotel
511613;free_bag
552775;free_meal
570021;free_meal
559469;free_meal
707260;free_meal
522633;free_meal
516246;hotel
516965;flight
512295;free_meal
528186;free_meal
520250;hotel
521066;free_bag
582326;free_bag
566875;free_meal
511884;free_meal
519848;free_meal
565301;free_meal
463910;free_meal
489635;flight
534747;flight
440212;free_bag
632316;flight
523392;flight
628752;free_bag
545577;flight
530978;free_meal
514210;hotel
609240;free_bag
463698;hotel
543559;hotel
603160;free_meal
152583;free_bag
577225;free_bag
520106;free_bag
543075;free_bag
590412;free_bag
597878;free_bag
646937;free_meal
610670;free_meal
512984;free_meal
523290;free_meal
530607;free_meal
573807;free_meal
542937;free_meal
521719;free_meal
554507;free_meal
610144;hotel
535447;flight
490107;flight
562148;flight
554026;hotel
533357;hotel
499979;hotel
347778;free_bag
583486;free_bag
567849;free_meal
518585;flight
531054;hotel
499366;free_bag
511902;hotel
606762;free_bag
476081;free_meal
525615;flight
517397;hotel
512671;free_meal
597954;hotel
556647;flight
583038;flight
526913;flight
457599;hotel
651613;flight
734565;flight
527585;flight
501322;free_bag
531447;flight
654233;hotel
469699;free_bag
523474;free_meal
528661;free_meal
557055;free_meal
615266;free_meal
446124;hotel
521404;free_meal
520733;flight
517105;flight
508693;hotel
580611;hotel
590981;free_bag
562843;free_bag
641012;free_meal
531807;free_meal
540302;flight
536782;flight
472713;hotel
549572;hotel
529695;free_meal
572479;free_meal
537289;free_meal
498357;flight
610482;hotel
544604;flight
530563;hotel
609167;flight
568602;flight
558920;flight
514617;flight
523209;flight
543952;hotel
563483;hotel
532159;hotel
614165;free_bag
546190;free_bag
492371;free_meal
513620;free_meal
526970;free_meal
532390;free_meal
535441;free_meal
616491;free_meal
518422;free_meal
522943;free_meal
585717;free_meal
543728;flight
541168;flight
515666;hotel
553568;free_meal
572554;hotel
540656;hotel
583931;hotel
528567;free_bag
